Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDO45,1315.0,Regular,38011783.0,Snack Foods,896856,OUT049,1999,Medium,Tier 1,Supermarket Type1,7030848
NCS18,1265.0,Low Fat,42296724.0,Household,1063938,OUT045,2002,Small,Tier 2,Supermarket Type1,3751783
NCE54,207.0,Low Fat,2695441.0,Household,732354,OUT045,2002,Small,Tier 2,Supermarket Type1,1504708
FDB50,13.0,Low Fat,153930108.0,Canned,767986,OUT045,2002,Small,Tier 2,Supermarket Type1,26485524
FDZ20,161.0,Low Fat,34376537.0,Fruits and Vegetables,2561356,OUT045,2002,Small,Tier 2,Supermarket Type1,635839
FDB11,16.0,Low Fat,60971431.0,Starchy Foods,2262404,OUT045,2002,Small,Tier 2,Supermarket Type1,47258484
FDU22,1235.0,Low Fat,65093851.71466431,Snack Foods,1189124,OUT013,1987,High,Tier 3,Supermarket Type1,31998348
FDY48,14.0,Low Fat,23831558.0,Baking Goods,1031332,OUT018,2009,Medium,Tier 3,Supermarket Type2,19481308
NCP30,205.0,Low Fat,32762495.0,Household,400822,OUT035,2004,Small,Tier 2,Supermarket Type1,12570304
FDD08,83.0,Low Fat,35347676.0,Fruits and Vegetables,380506,OUT035,2004,Small,Tier 2,Supermarket Type1,5313084
NCG42,192.0,Low Fat,41291929.0,Household,130131,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038648
NCT30,91.0,Low Fat,80747059.0,Household,469718,OUT017,2007,Small,Tier 2,Supermarket Type1,8508924
FDT37,1415.0,Low Fat,35240817.0,Canned,2555014,OUT013,1987,High,Tier 3,Supermarket Type1,53550294
FDU04,793.0,Low Fat,5557062.0,Frozen Foods,1221414,OUT049,1999,Medium,Tier 1,Supermarket Type1,29241936
NCH30,171.0,Low Fat,67154053.0,Household,114386,OUT046,1997,Small,Tier 1,Supermarket Type1,1245046
DRG37,162.0,Low Fat,19362306.0,Soft Drinks,1546972,OUT013,1987,High,Tier 3,Supermarket Type1,17137692
FDS13,6465.0,Low Fat,124506117.0,Canned,2647884,OUT046,1997,Small,Tier 1,Supermarket Type1,37098376
FDQ47,7155.0,Regular,168871496.0,Breads,343874,OUT018,2009,Medium,Tier 3,Supermarket Type2,6704606
FDY26,206.0,Regular,30504756.0,Dairy,2126244,OUT035,2004,Small,Tier 2,Supermarket Type1,35993148
FDB14,2025.0,Regular,103142373.0,Canned,94612,OUT018,2009,Medium,Tier 3,Supermarket Type2,652484
FDV45,742.0,Low Fat,78872251.0,Snack Foods,1895556,OUT019,1985,Small,Tier 1,Grocery Store,11265336
FDR23,1585.0,Low Fat,82120687.0,Breads,177437,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645984
NCS29,9.0,Low Fat,69487587.0,Health and Hygiene,2666884,OUT013,1987,High,Tier 3,Supermarket Type1,3974826
FDK33,742.0,Low Fat,11180843.0,Snack Foods,213456,OUT027,1985,Medium,Tier 3,Supermarket Type3,426112
FDW24,678.0,Low Fat,37315469.0,Baking Goods,500034,OUT027,1985,Medium,Tier 3,Supermarket Type3,19927394
FDR08,187.0,Low Fat,37835765.0,Fruits and Vegetables,1111886,OUT017,2007,Small,Tier 2,Supermarket Type1,23349606
FDB45,2085.0,Low Fat,21312043.0,Fruits and Vegetables,1049306,OUT013,1987,High,Tier 3,Supermarket Type1,22996732
FDW32,1835.0,Regular,94218363.0,Fruits and Vegetables,839882,OUT013,1987,High,Tier 3,Supermarket Type1,12024348
FDN21,186.0,Low Fat,76841095.0,Snack Foods,1622236,OUT035,2004,Small,Tier 2,Supermarket Type1,29002248
FDH56,98.0,Regular,63805139.0,Fruits and Vegetables,1173492,OUT035,2004,Small,Tier 2,Supermarket Type1,8109444
FDQ07,151.0,Regular,87542757.0,Fruits and Vegetables,2198456,OUT049,1999,Medium,Tier 1,Supermarket Type1,61892768
FDU58,742.0,Regular,28871235.0,Snack Foods,1887898,OUT027,1985,Medium,Tier 3,Supermarket Type3,20579878
FDK36,709.0,Low Fat,720931.0,Baking Goods,481034,OUT013,1987,High,Tier 3,Supermarket Type1,10692748
NCG18,588.0,Low Fat,2286663.0,Household,1028332,OUT027,1985,Medium,Tier 3,Supermarket Type3,27683964
FDQ26,638.0,Regular,67543727.0,Dairy,572562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2073967
DRL47,801.0,Low Fat,38549197.0,Hard Drinks,1275362,OUT027,1985,Medium,Tier 3,Supermarket Type3,10066896
DRJ11,95.0,Low Fat,65207489.39593909,Hard Drinks,1889872,OUT017,2007,Small,Tier 2,Supermarket Type1,13236104
FDB41,19.0,Regular,97709541.0,Frozen Foods,486718,OUT018,2009,Medium,Tier 3,Supermarket Type2,6145334
NCA06,205.0,Low Fat,143283608.0,Household,37919,OUT046,1997,Small,Tier 1,Supermarket Type1,183095
NCZ41,1985.0,Low Fat,64551885.0,Health and Hygiene,1252704,OUT045,2002,Small,Tier 2,Supermarket Type1,21278968
NCD54,211.0,Low Fat,29173031.0,Household,1457786,OUT017,2007,Small,Tier 2,Supermarket Type1,1444786
FDM34,742.0,Low Fat,67120954.0,Snack Foods,1329626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279065
FDL57,151.0,Regular,67020992.0,Snack Foods,2603304,OUT013,1987,High,Tier 3,Supermarket Type1,54249384
NCD30,197.0,Low Fat,26826919.0,Household,987726,OUT013,1987,High,Tier 3,Supermarket Type1,18595794
FDH17,162.0,Regular,1665334.0,Frozen Foods,973726,OUT046,1997,Small,Tier 1,Supermarket Type1,20553246
FDD57,181.0,Low Fat,22395357.0,Fruits and Vegetables,965094,OUT035,2004,Small,Tier 2,Supermarket Type1,13329316
FDC58,10195.0,Low Fat,42113173.0,Snack Foods,425428,OUT018,2009,Medium,Tier 3,Supermarket Type2,878856
FDX47,655.0,Regular,34604343.0,Breads,1578288,OUT046,1997,Small,Tier 1,Supermarket Type1,25140608
FDC50,1585.0,Low Fat,136774734.0,Canned,944094,OUT045,2002,Small,Tier 2,Supermarket Type1,1428141
NCS53,196.0,Low Fat,89343433.0,Health and Hygiene,1573604,OUT027,1985,Medium,Tier 3,Supermarket Type3,60214952
FDY13,121.0,Low Fat,30250132.0,Canned,75267,OUT018,2009,Medium,Tier 3,Supermarket Type2,612536
FDP44,165.0,Regular,79698503.0,Fruits and Vegetables,1006332,OUT035,2004,Small,Tier 2,Supermarket Type1,1537998
FDH60,678.0,Regular,141360118.0,Baking Goods,197311,OUT019,1985,Small,Tier 1,Grocery Store,392822
FDR02,167.0,Low Fat,36933417.0,Dairy,1091886,OUT010,1998,Small,Tier 3,Grocery Store,2223772
FDK48,678.0,Low Fat,37449987.0,Baking Goods,767354,OUT027,1985,Medium,Tier 3,Supermarket Type3,27837098
FDO24,111.0,Low Fat,294948897.0,Baking Goods,1590604,OUT010,1998,Small,Tier 3,Grocery Store,792302
FDE20,1135.0,Regular,5525913.0,Fruits and Vegetables,168279,OUT013,1987,High,Tier 3,Supermarket Type1,2376906
FDM04,9195.0,Regular,4712061.0,Frozen Foods,531666,OUT046,1997,Small,Tier 1,Supermarket Type1,768999
NCH07,588.0,Low Fat,162248011.0,Household,1604604,OUT019,1985,Small,Tier 1,Grocery Store,3169208
DRP35,1885.0,Low Fat,90867297.0,Hard Drinks,1273336,OUT046,1997,Small,Tier 1,Supermarket Type1,39628416
FDO11,8.0,Regular,30264897.0,Breads,2503092,OUT046,1997,Small,Tier 1,Supermarket Type1,67232484
NCM30,191.0,Low Fat,67295406.0,Household,419796,OUT046,1997,Small,Tier 1,Supermarket Type1,7017532
DRF27,638.0,Low Fat,2827966.0,Dairy,152234,OUT027,1985,Medium,Tier 3,Supermarket Type3,1071938
NCR18,588.0,Low Fat,20388413.0,Household,444112,OUT027,1985,Medium,Tier 3,Supermarket Type3,7670016
FDS48,678.0,Low Fat,27644732.0,Baking Goods,1494708,OUT027,1985,Medium,Tier 3,Supermarket Type3,31598868
FDO32,636.0,Low Fat,120731024.0,Fruits and Vegetables,46506,OUT049,1999,Medium,Tier 1,Supermarket Type1,652484
NCP05,196.0,Low Fat,25429614.0,Health and Hygiene,1517024,OUT017,2007,Small,Tier 2,Supermarket Type1,28842456
FDF44,206.0,Regular,59438787.0,Fruits and Vegetables,1309968,OUT027,1985,Medium,Tier 3,Supermarket Type3,48283816
FDX56,171.0,Regular,74059474.0,Fruits and Vegetables,2090638,OUT046,1997,Small,Tier 1,Supermarket Type1,35200846
FDE46,742.0,Low Fat,15693328.0,Snack Foods,1507366,OUT027,1985,Medium,Tier 3,Supermarket Type3,9068196
FDQ09,742.0,Low Fat,57850699.0,Snack Foods,1132834,OUT027,1985,Medium,Tier 3,Supermarket Type3,43769692
NCB54,876.0,Low Fat,50011058.0,Health and Hygiene,1267336,OUT013,1987,High,Tier 3,Supermarket Type1,639168
NCV18,6775.0,Low Fat,105225964.0,Household,84225,OUT035,2004,Small,Tier 2,Supermarket Type1,316255
NCG55,1625.0,Low Fat,39207025.0,Household,1161176,OUT049,1999,Medium,Tier 1,Supermarket Type1,26339048
FDV14,1985.0,Low Fat,44489064.0,Dairy,894856,OUT035,2004,Small,Tier 2,Supermarket Type1,10546272
FDT31,1975.0,Low Fat,12437935.0,Fruits and Vegetables,1899872,OUT013,1987,High,Tier 3,Supermarket Type1,3781744
DRD12,696.0,Low Fat,77350112.0,Soft Drinks,914146,OUT045,2002,Small,Tier 2,Supermarket Type1,6385022
FDZ40,8935.0,Low Fat,40346436.0,Frozen Foods,537298,OUT018,2009,Medium,Tier 3,Supermarket Type2,5932278
DRI11,826.0,Low Fat,57585723.0,Hard Drinks,1137834,OUT010,1998,Small,Tier 3,Grocery Store,1151834
FDP23,671.0,Low Fat,3565903.0,Breads,2183166,OUT045,2002,Small,Tier 2,Supermarket Type1,19594494
FDY02,8945.0,Regular,87629354.0,Dairy,263491,OUT035,2004,Small,Tier 2,Supermarket Type1,1840937
FDM03,1265.0,Low Fat,58970176.51111111,Meat,1078938,OUT046,1997,Small,Tier 1,Supermarket Type1,7503566
FDF35,15.0,Low Fat,154228739.0,Starchy Foods,1073938,OUT049,1999,Medium,Tier 1,Supermarket Type1,7503566
DRM37,1535.0,Low Fat,96943078.0,Soft Drinks,1965768,OUT017,2007,Small,Tier 2,Supermarket Type1,76859952
NCV41,1435.0,Low Fat,17065268.0,Health and Hygiene,1095228,OUT049,1999,Medium,Tier 1,Supermarket Type1,17683648
NCK53,196.0,Low Fat,53790578.42710473,Health and Hygiene,1008042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3472147
FDW23,5765.0,Low Fat,82178616.0,Baking Goods,370164,OUT045,2002,Small,Tier 2,Supermarket Type1,5406296
FDW12,8315.0,Regular,35542581.0,Baking Goods,1433444,OUT013,1987,High,Tier 3,Supermarket Type1,15965884
FDG44,613.0,Low Fat,102171627.0,Fruits and Vegetables,538298,OUT035,2004,Small,Tier 2,Supermarket Type1,10246662
FDJ36,145.0,Regular,128235818.0,Baking Goods,1041332,OUT035,2004,Small,Tier 2,Supermarket Type1,2050664
FDX55,151.0,Low Fat,552059.0,Fruits and Vegetables,2194166,OUT046,1997,Small,Tier 1,Supermarket Type1,60960648
DRG13,1725.0,Low Fat,37337632.0,Soft Drinks,1637526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3289052
NCD06,13.0,Low Fat,99242622.0,Household,46306,OUT013,1987,High,Tier 3,Supermarket Type1,69909
FDW22,742.0,Regular,30143704.0,Snack Foods,2220114,OUT027,1985,Medium,Tier 3,Supermarket Type3,62079192
FDD33,1285.0,Low Fat,108412059.0,Fruits and Vegetables,2332642,OUT045,2002,Small,Tier 2,Supermarket Type1,39501914
FDG24,7975.0,Low Fat,14628382.0,Baking Goods,82325,OUT035,2004,Small,Tier 2,Supermarket Type1,13316
FDE05,10895.0,Regular,32454046.0,Frozen Foods,1448102,OUT046,1997,Small,Tier 1,Supermarket Type1,30620142
FDZ12,917.0,Low Fat,102978817.0,Baking Goods,144947,OUT046,1997,Small,Tier 1,Supermarket Type1,429441
FDX37,162.0,Low Fat,105498192.0,Canned,10147,OUT010,1998,Small,Tier 3,Grocery Store,39948
FDE44,1465.0,Low Fat,171355643.0,Fruits and Vegetables,476692,OUT035,2004,Small,Tier 2,Supermarket Type1,739038
FDS52,751.5,Low Fat,9585169.0,Frozen Foods,1025016,OUT019,1985,Small,Tier 1,Grocery Store,1012016
FDO39,6985.0,Regular,137926458.0,Meat,1847608,OUT018,2009,Medium,Tier 3,Supermarket Type2,40427376
FDI32,177.0,Low Fat,67329353.55021834,Fruits and Vegetables,1150834,OUT045,2002,Small,Tier 2,Supermarket Type1,27644016
FDV28,161.0,Regular,64515372.33913043,Frozen Foods,351558,OUT017,2007,Small,Tier 2,Supermarket Type1,339558
NCP53,1475.0,Low Fat,33076388.0,Health and Hygiene,2372906,OUT017,2007,Small,Tier 2,Supermarket Type1,30899778
NCN43,1215.0,Low Fat,6770252.0,Others,124473,OUT049,1999,Medium,Tier 1,Supermarket Type1,123173
NCI31,906.0,Low Fat,142393355.0,Others,36419,OUT019,1985,Small,Tier 1,Grocery Store,109857
FDK55,185.0,Low Fat,25813943.0,Meat,891172,OUT045,2002,Small,Tier 2,Supermarket Type1,892172
FDC17,1215.0,Low Fat,15548178.0,Frozen Foods,2112928,OUT017,2007,Small,Tier 2,Supermarket Type1,50494272
FDV28,161.0,Regular,159698192.0,Frozen Foods,320558,OUT035,2004,Small,Tier 2,Supermarket Type1,1018674
FDY26,206.0,Regular,30634813.0,Dairy,2129244,OUT018,2009,Medium,Tier 3,Supermarket Type2,25406928
NCU06,176.0,Low Fat,74522745.0,Household,228801,OUT049,1999,Medium,Tier 1,Supermarket Type1,3215814
FDV16,751.5,Regular,145200948.0,Frozen Foods,354558,OUT019,1985,Small,Tier 1,Grocery Store,1358232
FDY31,598.0,Low Fat,43651198.0,Fruits and Vegetables,1461418,OUT045,2002,Small,Tier 2,Supermarket Type1,30899778
DRE37,135.0,Low Fat,94366079.0,Soft Drinks,1909872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2836308
FDH33,1285.0,Low Fat,121702394.0,Snack Foods,427428,OUT035,2004,Small,Tier 2,Supermarket Type1,7030848
FDA46,136.0,Low Fat,117613212.0,Snack Foods,1942136,OUT035,2004,Small,Tier 2,Supermarket Type1,25273768
FDP12,98.0,Regular,45258247.0,Baking Goods,359874,OUT035,2004,Small,Tier 2,Supermarket Type1,2822992
FDJ09,15.0,Low Fat,58485617.0,Snack Foods,447744,OUT049,1999,Medium,Tier 1,Supermarket Type1,679116
NCS54,588.0,Low Fat,994477.0,Household,177837,OUT027,1985,Medium,Tier 3,Supermarket Type3,6528169
FDJ33,742.0,Regular,87894475.0,Snack Foods,121173,OUT027,1985,Medium,Tier 3,Supermarket Type3,2586633
FDF32,1635.0,Low Fat,113953562.0,Fruits and Vegetables,1982426,OUT010,1998,Small,Tier 3,Grocery Store,7909704
FDN24,678.0,Low Fat,198316649.0,Baking Goods,543956,OUT019,1985,Small,Tier 1,Grocery Store,272978
FDX21,705.0,Low Fat,84949955.0,Snack Foods,1097912,OUT035,2004,Small,Tier 2,Supermarket Type1,1091912
FDC57,201.0,Regular,54549098.0,Fruits and Vegetables,193782,OUT013,1987,High,Tier 3,Supermarket Type1,1158492
NCZ06,196.0,Low Fat,94545236.0,Household,2547698,OUT018,2009,Medium,Tier 3,Supermarket Type2,53270658
FDY56,1635.0,Regular,62359467.0,Fruits and Vegetables,2240062,OUT013,1987,High,Tier 3,Supermarket Type1,42884178
NCH07,1315.0,Low Fat,92811105.0,Household,1597604,OUT049,1999,Medium,Tier 1,Supermarket Type1,41199704
FDS44,1265.0,Regular,156679617.0,Fruits and Vegetables,2388538,OUT018,2009,Medium,Tier 3,Supermarket Type2,45667222
FDY33,145.0,Regular,9735225.0,Snack Foods,1607262,OUT049,1999,Medium,Tier 1,Supermarket Type1,17503882
FDZ48,1775.0,Low Fat,76113671.0,Baking Goods,1114544,OUT045,2002,Small,Tier 2,Supermarket Type1,10066896
FDY48,14.0,Low Fat,23783007.0,Baking Goods,1040332,OUT045,2002,Small,Tier 2,Supermarket Type1,14354648
FDK16,751.5,Low Fat,114771298.0,Frozen Foods,939094,OUT027,1985,Medium,Tier 3,Supermarket Type3,39035854
FDT16,9895.0,Regular,48662357.0,Frozen Foods,2617278,OUT046,1997,Small,Tier 1,Supermarket Type1,46859004
FDC26,10195.0,Low Fat,211539389.0,Canned,1109886,OUT010,1998,Small,Tier 3,Grocery Store,1111886
DRJ47,1825.0,Low Fat,44430561.0,Hard Drinks,174208,OUT018,2009,Medium,Tier 3,Supermarket Type2,259662
FDQ04,64.0,Low Fat,141860161.0,Frozen Foods,410796,OUT010,1998,Small,Tier 3,Grocery Store,412796
FDN40,588.0,Low Fat,64515372.33913043,Frozen Foods,1542998,OUT046,1997,Small,Tier 1,Supermarket Type1,19993974
FDS39,6895.0,Low Fat,22441883.0,Meat,1438812,OUT013,1987,High,Tier 3,Supermarket Type1,27071428
FDC11,205.0,Low Fat,142370445.0,Starchy Foods,906172,OUT018,2009,Medium,Tier 3,Supermarket Type2,14274752
FDQ39,148.0,Low Fat,13564792.0,Meat,1908846,OUT010,1998,Small,Tier 3,Grocery Store,1910846
FDB33,1775.0,Low Fat,14602837.0,Fruits and Vegetables,1586262,OUT049,1999,Medium,Tier 1,Supermarket Type1,38190288
FDU27,186.0,Regular,28701714.0,Meat,488376,OUT010,1998,Small,Tier 3,Grocery Store,479376
FDM44,125.0,Low Fat,31112643.0,Fruits and Vegetables,104999,OUT045,2002,Small,Tier 2,Supermarket Type1,1444786
FDT32,19.0,Regular,65621523.0,Fruits and Vegetables,1865214,OUT035,2004,Small,Tier 2,Supermarket Type1,52757992
DRC13,826.0,Regular,32573725.0,Soft Drinks,125073,OUT018,2009,Medium,Tier 3,Supermarket Type2,985384
NCO07,906.0,Low Fat,9776268.0,Others,213756,OUT046,1997,Small,Tier 1,Supermarket Type1,106528
FDJ16,9195.0,Low Fat,115353642.0,Frozen Foods,589246,OUT018,2009,Medium,Tier 3,Supermarket Type2,9267936
FDB22,742.0,Low Fat,110901004.0,Snack Foods,1550998,OUT027,1985,Medium,Tier 3,Supermarket Type3,27683964
NCS30,5945.0,Low Fat,93214866.0,Household,1291652,OUT045,2002,Small,Tier 2,Supermarket Type1,28416344
FDQ59,655.0,Regular,61247609.04273504,Breads,845908,OUT027,1985,Medium,Tier 3,Supermarket Type3,30200688
FDI38,1335.0,Regular,14649641.0,Canned,2073638,OUT049,1999,Medium,Tier 1,Supermarket Type1,57977864
FDR52,1265.0,Regular,7603021.0,Frozen Foods,1890846,OUT035,2004,Small,Tier 2,Supermarket Type1,40127766
FDT15,1215.0,Regular,42855388.0,Meat,181695,OUT018,2009,Medium,Tier 3,Supermarket Type2,292952
FDR52,751.5,Regular,133144259.0,Frozen Foods,1908846,OUT019,1985,Small,Tier 1,Grocery Store,1910846
FDS60,2085.0,Low Fat,32580705.0,Baking Goods,180066,OUT018,2009,Medium,Tier 3,Supermarket Type2,2157192
FDK52,1825.0,Low Fat,64515372.33913043,Frozen Foods,2241062,OUT018,2009,Medium,Tier 3,Supermarket Type2,49655364
FDA04,113.0,Regular,66865326.0,Frozen Foods,2601962,OUT045,2002,Small,Tier 2,Supermarket Type1,28489582
NCQ53,176.0,Low Fat,18943666.0,Health and Hygiene,237359,OUT045,2002,Small,Tier 2,Supermarket Type1,6145334
FDN28,588.0,Regular,30371121.0,Frozen Foods,101799,OUT018,2009,Medium,Tier 3,Supermarket Type2,1960781
FDU12,678.0,Regular,132630345.0,Baking Goods,2638568,OUT019,1985,Small,Tier 1,Grocery Store,7909704
FDT03,2125.0,Low Fat,1001904.0,Meat,1846608,OUT045,2002,Small,Tier 2,Supermarket Type1,3675216
FDY57,202.0,Regular,121254236.0,Snack Foods,945752,OUT046,1997,Small,Tier 1,Supermarket Type1,18216288
FDH56,98.0,Regular,63764099.0,Fruits and Vegetables,1138492,OUT013,1987,High,Tier 3,Supermarket Type1,1737738
DRM23,166.0,Low Fat,136286138.0,Hard Drinks,1714422,OUT018,2009,Medium,Tier 3,Supermarket Type2,22417486
FDZ07,206.0,Regular,164391573.0,Fruits and Vegetables,628194,OUT019,1985,Small,Tier 1,Grocery Store,619194
FDK40,7035.0,Low Fat,2189371.0,Frozen Foods,262791,OUT045,2002,Small,Tier 2,Supermarket Type1,3681874
FDU04,793.0,Low Fat,64515372.33913043,Frozen Foods,1218414,OUT046,1997,Small,Tier 1,Supermarket Type1,28023522
DRL37,155.0,Low Fat,65169154.35036496,Soft Drinks,41377,OUT017,2007,Small,Tier 2,Supermarket Type1,649155
FDT26,638.0,Regular,67624438.0,Dairy,120944,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078596
FDT24,1235.0,Regular,186236236.0,Baking Goods,787328,OUT045,2002,Small,Tier 2,Supermarket Type1,13901904
FDX57,742.0,Regular,47037323.0,Snack Foods,964068,OUT027,1985,Medium,Tier 3,Supermarket Type3,26245836
FDA55,206.0,Regular,99780431.0,Fruits and Vegetables,2252088,OUT019,1985,Small,Tier 1,Grocery Store,4474176
NCN05,8235.0,Low Fat,14488997.0,Health and Hygiene,183795,OUT045,2002,Small,Tier 2,Supermarket Type1,292952
FDR58,6675.0,Low Fat,4200648.0,Snack Foods,926462,OUT045,2002,Small,Tier 2,Supermarket Type1,16658316
FDX47,655.0,Regular,34575546.0,Breads,1565288,OUT013,1987,High,Tier 3,Supermarket Type1,1571288
NCH54,135.0,Low Fat,72965144.0,Household,160692,OUT018,2009,Medium,Tier 3,Supermarket Type2,1917504
NCH42,686.0,Low Fat,36530411.0,Household,227801,OUT035,2004,Small,Tier 2,Supermarket Type1,3904917
FDH56,98.0,Regular,63946629.0,Fruits and Vegetables,1166492,OUT045,2002,Small,Tier 2,Supermarket Type1,2316984
FDQ48,143.0,Regular,34551415.0,Baking Goods,981726,OUT018,2009,Medium,Tier 3,Supermarket Type2,6851082
FDN20,1935.0,Low Fat,26329989.0,Fruits and Vegetables,1692474,OUT017,2007,Small,Tier 2,Supermarket Type1,37058428
FDA15,93.0,Low Fat,16009057.0,Dairy,2506092,OUT013,1987,High,Tier 3,Supermarket Type1,64742392
FDS48,678.0,Low Fat,48637888.0,Baking Goods,1497708,OUT019,1985,Small,Tier 1,Grocery Store,1504708
FDW02,4805.0,Regular,37852995.0,Dairy,1262704,OUT018,2009,Medium,Tier 3,Supermarket Type2,36299416
FDN03,617.0,Regular,15016891.0,Meat,2486408,OUT027,1985,Medium,Tier 3,Supermarket Type3,67592016
FDF57,145.0,Regular,59160135.0,Fruits and Vegetables,1707448,OUT017,2007,Small,Tier 2,Supermarket Type1,20453376
DRM37,1535.0,Low Fat,96379585.0,Soft Drinks,1965768,OUT035,2004,Small,Tier 2,Supermarket Type1,47298432
NCD54,211.0,Low Fat,29008944.0,Household,1433786,OUT046,1997,Small,Tier 1,Supermarket Type1,8668716
NCQ42,588.0,Low Fat,39078047.0,Household,1283678,OUT027,1985,Medium,Tier 3,Supermarket Type3,3179195
FDW49,195.0,Low Fat,82536604.0,Canned,1772002,OUT035,2004,Small,Tier 2,Supermarket Type1,21492024
DRI03,603.0,Low Fat,226848.0,Dairy,1781028,OUT013,1987,High,Tier 3,Supermarket Type1,46046728
FDD14,207.0,Low Fat,170152831.0,Canned,1826266,OUT045,2002,Small,Tier 2,Supermarket Type1,25819724
FDN02,165.0,Low Fat,73827748.0,Canned,2088638,OUT046,1997,Small,Tier 1,Supermarket Type1,24847656
FDQ45,742.0,Regular,10864186.0,Snack Foods,1853608,OUT027,1985,Medium,Tier 3,Supermarket Type3,53290632
FDX56,171.0,Regular,7436116.0,Fruits and Vegetables,2061638,OUT018,2009,Medium,Tier 3,Supermarket Type2,4141276
FDE51,638.0,Regular,168901843.0,Dairy,434086,OUT019,1985,Small,Tier 1,Grocery Store,446086
FDT47,526.0,Regular,2455854.0,Breads,956068,OUT045,2002,Small,Tier 2,Supermarket Type1,23329632
FDM22,14.0,Regular,41949832.0,Snack Foods,54064,OUT035,2004,Small,Tier 2,Supermarket Type1,1118544
FDB27,7575.0,Low Fat,55502454.0,Dairy,1965768,OUT045,2002,Small,Tier 2,Supermarket Type1,15766144
FDE02,197.0,Low Fat,120663214.0,Canned,956778,OUT027,1985,Medium,Tier 3,Supermarket Type3,29102118
FDD38,1675.0,Regular,819018.0,Canned,1037674,OUT035,2004,Small,Tier 2,Supermarket Type1,28522872
FDF34,93.0,Regular,14098693.0,Snack Foods,1977084,OUT017,2007,Small,Tier 2,Supermarket Type1,33729428
FDP15,152.0,Low Fat,58970176.51111111,Meat,256033,OUT010,1998,Small,Tier 3,Grocery Store,1281665
NCI29,86.0,Low Fat,32806066.0,Health and Hygiene,1436154,OUT017,2007,Small,Tier 2,Supermarket Type1,2127231
FDU27,186.0,Regular,172446822.0,Meat,471376,OUT017,2007,Small,Tier 2,Supermarket Type1,7670016
NCD55,588.0,Low Fat,24213354.0,Household,424454,OUT027,1985,Medium,Tier 3,Supermarket Type3,2936178
FDU37,95.0,Regular,64037918.62012987,Canned,79596,OUT046,1997,Small,Tier 1,Supermarket Type1,1038648
FDA01,15.0,Regular,54685839.0,Canned,602904,OUT017,2007,Small,Tier 2,Supermarket Type1,15819408
FDS13,6465.0,Low Fat,124758619.0,Canned,2641884,OUT045,2002,Small,Tier 2,Supermarket Type1,34448492
FDK55,185.0,Low Fat,2586664.0,Meat,889172,OUT018,2009,Medium,Tier 3,Supermarket Type2,16951268
FDR36,6715.0,Regular,121563385.0,Baking Goods,437454,OUT035,2004,Small,Tier 2,Supermarket Type1,5452902
DRK49,1415.0,Low Fat,35999599.0,Soft Drinks,415138,OUT049,1999,Medium,Tier 1,Supermarket Type1,1624552
DRM23,801.0,Low Fat,65207489.39593909,Hard Drinks,1717422,OUT027,1985,Medium,Tier 3,Supermarket Type3,62079192
FDH47,135.0,Regular,21561193.0,Starchy Foods,986068,OUT010,1998,Small,Tier 3,Grocery Store,972068
FDZ21,176.0,Regular,39381633.0,Snack Foods,98041,OUT018,2009,Medium,Tier 3,Supermarket Type2,675787
FDI57,1985.0,Low Fat,54331235.0,Seafood,1987768,OUT017,2007,Small,Tier 2,Supermarket Type1,45327664
FDK26,197.0,Regular,56338482.0,Canned,184624,OUT019,1985,Small,Tier 1,Grocery Store,1304968
FDQ36,7855.0,Regular,161516894.0,Baking Goods,370848,OUT035,2004,Small,Tier 2,Supermarket Type1,4474176
FDJ58,742.0,Regular,184359831.0,Snack Foods,1726764,OUT019,1985,Small,Tier 1,Grocery Store,858882
FDD45,8615.0,Low Fat,116484721.0,Fruits and Vegetables,941436,OUT045,2002,Small,Tier 2,Supermarket Type1,11345232
FDG50,7405.0,Low Fat,15302764.0,Canned,899146,OUT045,2002,Small,Tier 2,Supermarket Type1,21891504
FDO36,678.0,Low Fat,136417078.0,Baking Goods,179766,OUT019,1985,Small,Tier 1,Grocery Store,179766
NCW42,182.0,Low Fat,58707159.0,Household,2205456,OUT018,2009,Medium,Tier 3,Supermarket Type2,30946384
NCH18,93.0,Low Fat,74753743.0,Household,2464802,OUT010,1998,Small,Tier 3,Grocery Store,9827208
FDY59,678.0,Low Fat,31251369.0,Baking Goods,933462,OUT027,1985,Medium,Tier 3,Supermarket Type3,10180082
NCO42,2125.0,Low Fat,24705597.0,Household,1451102,OUT045,2002,Small,Tier 2,Supermarket Type1,16039122
FDM45,8655.0,Regular,88693595.0,Snack Foods,1225756,OUT017,2007,Small,Tier 2,Supermarket Type1,21811608
